20.0	0.45	4.8	54.15	13.205
50.0	0.40	5.3	62.92	13.856
80.0	0.40	5.0	63.737	13.1375
100.0	0.40	4.9	64.41	13.38
120.0	0.40	5.0	65.812	13.38
200.0	0.40	4.5	63.3	13.635
250.0	0.40	5.6	73.76	13.756
300.0	0.40	5.5	73.567	13.7266
// Data below copied from https://spandey.web.cern.ch/spandey/files/energy_dependent_relative_weights.txt
