1	1	0	0	0.466	1.068	2.516
1	1	0	2	0.532	1.042	0.539
1	1	0	4	0.523	1.025	1.057
1	1	0	6	0.585	1.021	6.285
1	1	0	8	0.532	1.006	1.452
1	1	0	10	0.302	0.990	5.505
1	1	0	12	0.435	1.026	4.346
1	1	0	14	0.534	0.992	0.904
1	1	0	16	0.469	1.094	1.540
1	1	0	18	0.306	1.031	1.232
1	1	0	20	0.331	1.030	1.305
1	1	0	22	0.478	1.019	1.089
1	1	0	24	0.654	1.016	0.900
1	1	0	26	0.478	1.005	0.570
1	1	0	28	0.415	0.989	1.018
1	1	0	30	0.581	1.029	0.827
1	1	0	32	0.465	1.044	1.041
1	1	0	34	0.494	1.003	0.711
1	1	0	36	0.441	1.050	1.882
1	1	0	38	0.522	1.049	1.327
1	1	0	40	0.360	1.012	0.617
1	1	0	42	0.484	1.032	1.991
1	1	0	44	0.388	1.206	2.893
1	1	0	46	0.275	0.940	3.046
1	1	0	48	0.644	1.054	2.857
1	1	0	50	0.228	0.981	2.658
1	1	0	52	0.549	1.006	1.008
1	1	0	54	0.541	1.003	1.427
1	1	0	56	0.234	0.998	2.770
1	1	0	58	0.473	1.018	1.623
1	1	0	60	0.551	1.025	1.514
1	1	0	62	0.610	1.067	1.591
1	1	1	0	0.589	1.041	1.041
1	1	1	2	0.511	1.011	1.621
1	1	1	4	0.405	0.986	2.010
1	1	1	6	0.581	1.048	1.700
1	1	1	8	0.460	1.040	1.664
1	1	1	10	0.579	1.053	0.818
1	1	1	12	0.581	1.056	1.999
1	1	1	14	0.528	1.097	2.737
1	1	1	16	0.415	0.933	3.366
1	1	1	18	0.585	1.113	1.414
1	1	1	20	0.578	1.035	1.302
1	1	1	22	0.146	1.014	2.722
1	1	1	24	0.701	1.093	1.201
1	1	1	26	0.281	0.971	3.071
1	1	1	28	0.563	1.019	1.376
1	1	1	30	0.417	1.000	0.578
1	1	1	32	0.436	1.097	1.380
1	1	1	34	0.338	0.944	4.040
1	1	1	36	0.585	1.036	1.350
1	1	1	38	0.355	0.988	0.462
1	1	1	40	0.547	0.993	0.731
1	1	1	42	0.473	1.005	0.537
1	1	1	44	0.532	1.024	1.502
1	1	1	46	0.549	1.019	1.873
1	1	1	48	0.410	1.037	4.292
1	1	1	50	0.560	1.041	10.181
1	1	1	52	0.476	1.031	1.385
1	1	1	54	0.520	1.058	1.624
1	1	1	56	0.415	0.983	0.963
1	1	1	58	0.613	1.098	2.073
1	1	1	60	0.432	1.018	4.690
1	1	1	62	0.405	1.025	4.976
1	1	2	0	0.592	1.103	1.244
1	1	2	2	0.620	1.002	0.286
1	1	2	4	0.522	1.034	0.779
1	1	2	6	0.622	1.047	2.268
1	1	2	8	0.614	1.037	0.434
1	1	2	10	0.532	1.047	0.533
1	1	2	12	0.297	0.953	4.344
1	1	2	14	0.410	1.046	0.860
1	1	2	16	0.403	1.001	3.450
1	1	2	18	0.482	1.045	1.446
1	1	2	20	0.498	1.042	0.896
1	1	2	22	0.550	1.028	0.544
1	1	2	24	0.574	1.074	0.597
1	1	2	26	0.514	1.056	0.474
1	1	2	28	0.314	1.034	3.777
1	1	2	30	0.550	1.073	0.440
1	1	2	32	0.605	1.066	2.079
1	1	2	34	0.482	1.059	1.952
1	1	2	36	0.439	1.064	1.397
1	1	2	38	0.357	1.018	0.488
1	1	2	40	0.415	1.016	1.305
1	1	2	42	0.459	0.921	4.806
1	1	2	44	0.646	1.020	1.080
1	1	2	46	0.481	1.037	1.490
1	1	2	48	0.498	1.081	1.193
1	1	2	50	0.500	1.069	2.601
1	1	2	52	0.177	1.114	3.470
1	1	2	54	0.535	0.979	1.428
1	1	2	56	0.573	1.066	0.757
1	1	2	58	0.604	1.007	0.574
1	1	2	60	0.506	1.060	0.421
1	1	2	62	0.292	1.011	2.400
1	1	3	0	0.443	1.037	0.893
1	1	3	2	0.500	1.067	0.769
1	1	3	4	0.465	1.052	1.152
1	1	3	6	0.505	1.045	1.798
1	1	3	8	0.752	1.065	1.577
1	1	3	10	0.266	1.073	3.042
1	1	3	12	0.301	1.115	2.726
1	1	3	14	0.486	1.071	0.701
1	1	3	16	0.458	1.060	0.778
1	1	3	18	0.590	1.036	0.850
1	1	3	20	0.320	0.968	3.949
1	1	3	22	0.530	1.035	3.862
1	1	3	24	0.610	1.052	1.591
1	1	3	26	0.545	1.074	1.306
1	1	3	28	0.849	1.236	17.179
1	1	3	30	0.516	1.100	1.739
1	1	3	32	0.516	1.021	1.018
1	1	3	34	0.508	1.101	2.782
1	1	3	36	0.321	1.032	1.026
1	1	3	38	0.555	1.062	1.338
1	1	3	40	0.508	1.046	0.520
1	1	3	42	0.605	1.095	1.863
1	1	3	44	0.688	1.043	1.018
1	1	3	46	0.574	1.068	1.390
1	1	3	48	0.375	1.060	3.656
1	1	3	50	0.603	1.158	1.529
1	1	3	52	0.416	1.063	0.673
1	1	3	54	0.657	1.036	0.515
1	1	3	56	0.408	1.058	1.203
1	1	3	58	0.455	1.060	0.725
1	1	3	60	0.165	0.987	4.398
1	1	3	62	0.557	1.100	2.410
1	2	0	0	0.663	1.060	2.661
1	2	0	2	0.684	1.074	1.010
1	2	0	4	0.540	1.072	0.961
1	2	0	6	0.579	1.063	0.664
1	2	0	8	0.481	1.031	0.545
1	2	0	10	0.156	1.009	2.622
1	2	0	12	0.475	1.056	0.805
1	2	0	14	0.535	1.122	2.619
1	2	0	16	0.625	1.031	0.218
1	2	0	18	0.540	1.100	0.915
1	2	0	20	0.587	1.070	0.620
1	2	0	22	0.422	1.045	0.887
1	2	0	24	0.453	1.094	1.083
1	2	0	26	0.444	1.101	0.965
1	2	0	28	0.500	1.121	1.351
1	2	0	30	0.498	1.112	0.925
1	2	0	32	0.415	1.093	3.475
1	2	0	34	0.521	1.065	1.553
1	2	0	36	0.409	1.050	0.646
1	2	0	38	0.644	1.045	1.801
1	2	0	40	0.439	1.096	1.124
1	2	0	42	0.505	1.119	2.222
1	2	0	44	0.212	1.886	7.950
1	2	0	46	0.061	0.983	3.996
1	2	0	48	0.494	1.042	1.304
1	2	0	50	0.203	1.145	2.564
1	2	0	52	0.484	1.066	1.967
1	2	0	54	0.558	1.023	0.818
1	2	0	56	0.362	1.105	4.105
1	2	0	58	0.719	1.060	1.146
1	2	0	60	0.474	1.044	0.569
1	2	0	62	0.589	1.101	0.649
1	2	1	0	0.668	1.106	1.697
1	2	1	2	0.523	1.197	1.520
1	2	1	4	0.599	1.207	1.369
1	2	1	6	0.460	1.142	3.197
1	2	1	8	0.520	1.191	2.225
1	2	1	10	0.461	1.102	1.792
1	2	1	12	0.534	1.151	2.292
1	2	1	14	0.481	1.093	0.865
1	2	1	16	-0.059	1.094	2.820
1	2	1	18	0.464	1.121	4.638
1	2	1	20	0.599	1.098	3.681
1	2	1	22	0.271	1.232	3.924
1	2	1	24	0.471	1.133	5.202
1	2	1	26	0.213	1.270	1.807
1	2	1	28	0.410	1.173	2.748
1	2	1	30	0.607	1.157	3.893
1	2	1	32	0.538	1.183	1.165
1	2	1	34	0.095	1.141	2.990
1	2	1	36	0.512	1.184	0.872
1	2	1	38	0.446	1.160	1.367
1	2	1	40	0.677	1.104	1.393
1	2	1	42	0.525	1.089	2.118
1	2	1	44	0.552	1.091	2.824
1	2	1	46	0.504	1.125	1.100
1	2	1	48	0.411	1.099	2.325
1	2	1	50	0.460	1.155	2.306
1	2	1	52	0.467	1.089	1.397
1	2	1	54	0.606	1.112	4.881
1	2	1	56	0.576	1.134	1.131
1	2	1	58	0.508	1.163	1.773
1	2	1	60	0.367	1.151	1.905
1	2	1	62	0.589	1.153	1.327
1	2	2	0	0.421	1.057	1.205
1	2	2	2	0.517	1.091	2.740
1	2	2	4	0.520	1.018	1.091
1	2	2	6	0.573	1.033	1.670
1	2	2	8	0.638	1.017	0.785
1	2	2	10	0.554	1.029	0.534
1	2	2	12	-0.047	1.077	5.221
1	2	2	14	0.525	1.034	0.964
1	2	2	16	0.227	1.040	3.221
1	2	2	18	0.408	1.062	1.782
1	2	2	20	0.541	1.026	1.271
1	2	2	22	0.612	1.054	1.666
1	2	2	24	0.577	1.061	1.284
1	2	2	26	0.520	1.038	1.027
1	2	2	28	0.562	1.095	0.830
1	2	2	30	0.425	1.148	1.931
1	2	2	32	0.632	1.045	0.449
1	2	2	34	0.313	1.029	1.182
1	2	2	36	0.614	1.066	1.731
1	2	2	38	0.528	1.082	1.884
1	2	2	40	0.454	1.070	3.183
1	2	2	42	0.489	0.999	4.480
1	2	2	44	0.333	1.049	1.265
1	2	2	46	0.424	1.114	0.732
1	2	2	48	0.473	1.075	0.825
1	2	2	50	0.503	1.022	1.354
1	2	2	52	0.472	1.418	3.112
1	2	2	54	0.656	1.076	0.813
1	2	2	56	0.467	1.115	0.692
1	2	2	58	0.741	1.022	0.610
1	2	2	60	0.689	1.077	1.191
1	2	2	62	0.240	1.111	3.510
1	2	3	0	0.393	1.076	0.418
1	2	3	2	0.488	1.107	1.430
1	2	3	4	0.405	1.181	0.797
1	2	3	6	0.389	1.110	2.171
1	2	3	8	0.377	1.104	3.713
1	2	3	10	0.244	1.156	2.817
1	2	3	12	0.251	1.123	4.305
1	2	3	14	0.501	1.174	1.791
1	2	3	16	0.482	1.120	1.565
1	2	3	18	0.388	1.152	3.640
1	2	3	20	0.053	1.080	2.006
1	2	3	22	0.447	1.884	39.706
1	2	3	24	0.618	1.152	1.064
1	2	3	26	0.509	1.167	3.568
1	2	3	28	-0.164	1.552	103.034
1	2	3	30	0.527	1.084	1.959
1	2	3	32	0.476	1.166	1.195
1	2	3	34	0.422	1.137	1.231
1	2	3	36	0.556	1.152	3.136
1	2	3	38	0.476	1.175	0.754
1	2	3	40	0.570	1.162	1.086
1	2	3	42	0.578	1.102	0.945
1	2	3	44	0.534	1.113	1.142
1	2	3	46	0.594	1.122	1.361
1	2	3	48	0.365	1.109	1.774
1	2	3	50	0.468	1.092	1.033
1	2	3	52	0.565	1.094	1.517
1	2	3	54	0.445	1.119	1.319
1	2	3	56	0.644	1.094	3.085
1	2	3	58	0.544	1.082	1.253
1	2	3	60	-0.052	1.126	3.400
1	2	3	62	0.541	1.086	1.465
1	3	0	0	0.536	1.187	2.293
1	3	0	2	0.518	1.070	2.085
1	3	0	4	0.635	1.090	1.178
1	3	0	6	0.558	1.141	0.618
1	3	0	8	0.534	1.193	0.729
1	3	0	10	0.173	1.027	4.474
1	3	0	12	0.422	1.110	0.510
1	3	0	14	0.538	1.209	2.871
1	3	0	16	0.809	1.066	2.202
1	3	0	18	0.643	1.080	2.516
1	3	0	20	0.452	1.096	0.427
1	3	0	22	0.670	1.055	1.221
1	3	0	24	0.654	1.190	1.137
1	3	0	26	0.386	1.061	0.624
1	3	0	28	0.422	1.108	1.748
1	3	0	30	0.415	1.170	1.149
1	3	0	32	0.479	1.100	4.099
1	3	0	34	0.589	1.195	0.762
1	3	0	36	0.458	1.097	1.051
1	3	0	38	0.625	1.166	0.957
1	3	0	40	0.713	1.074	1.691
1	3	0	42	0.502	1.087	0.396
1	3	0	44	0.493	1.187	2.106
1	3	0	46	0.316	0.988	6.006
1	3	0	48	0.584	1.165	2.032
1	3	0	50	0.220	1.042	3.360
1	3	0	52	0.481	1.117	1.058
1	3	0	54	0.479	1.083	0.751
1	3	0	56	0.227	1.056	4.004
1	3	0	58	0.579	1.117	1.432
1	3	0	60	0.511	1.178	8.082
1	3	0	62	0.538	1.106	2.846
1	3	1	0	0.626	1.025	0.492
1	3	1	2	0.496	1.020	0.890
1	3	1	4	0.493	1.006	1.751
1	3	1	6	0.542	1.032	2.125
1	3	1	8	0.646	1.029	0.769
1	3	1	10	0.569	1.028	0.557
1	3	1	12	0.468	1.036	0.690
1	3	1	14	0.461	1.051	0.799
1	3	1	16	0.311	1.020	3.206
1	3	1	18	0.453	1.076	1.037
1	3	1	20	0.478	1.027	2.024
1	3	1	22	0.302	1.009	1.751
1	3	1	24	0.677	1.040	1.351
1	3	1	26	0.239	1.047	1.126
1	3	1	28	0.524	1.058	0.594
1	3	1	30	0.488	1.041	0.849
1	3	1	32	0.593	1.043	2.042
1	3	1	34	0.217	0.953	2.961
1	3	1	36	0.515	1.020	1.451
1	3	1	38	0.518	1.085	0.914
1	3	1	40	0.414	1.009	1.761
1	3	1	42	0.473	1.002	1.243
1	3	1	44	0.639	1.040	1.098
1	3	1	46	0.493	1.014	1.173
1	3	1	48	0.386	1.080	0.221
1	3	1	50	0.405	1.059	0.744
1	3	1	52	0.614	1.100	2.343
1	3	1	54	0.470	1.083	3.097
1	3	1	56	0.591	1.074	1.098
1	3	1	58	0.378	1.019	2.396
1	3	1	60	0.182	0.995	4.004
1	3	1	62	0.506	1.012	1.390
1	3	2	0	0.374	1.039	2.429
1	3	2	2	0.676	1.126	0.453
1	3	2	4	0.551	1.065	1.759
1	3	2	6	0.516	1.048	1.372
1	3	2	8	0.583	1.099	1.442
1	3	2	10	0.654	1.051	1.616
1	3	2	12	0.240	1.030	3.236
1	3	2	14	0.346	1.089	1.401
1	3	2	16	0.340	1.027	2.658
1	3	2	18	0.425	1.038	1.305
1	3	2	20	0.543	1.064	1.491
1	3	2	22	0.506	1.070	0.951
1	3	2	24	0.538	1.041	1.426
1	3	2	26	0.545	1.055	0.738
1	3	2	28	0.369	1.014	1.177
1	3	2	30	0.487	1.110	0.766
1	3	2	32	0.383	1.097	1.275
1	3	2	34	0.431	1.111	0.497
1	3	2	36	0.652	1.018	2.737
1	3	2	38	0.600	1.032	0.593
1	3	2	40	0.329	1.108	1.595
1	3	2	42	0.513	0.914	4.758
1	3	2	44	0.349	1.065	1.409
1	3	2	46	0.518	1.040	0.881
1	3	2	48	0.550	1.012	0.688
1	3	2	50	0.485	1.061	1.366
1	3	2	52	0.424	1.132	2.198
1	3	2	54	0.441	0.990	1.517
1	3	2	56	0.533	1.062	1.589
1	3	2	58	0.424	1.120	0.858
1	3	2	60	0.559	1.087	2.413
1	3	2	62	0.397	1.024	3.754
1	3	3	0	0.390	1.081	1.263
1	3	3	2	0.368	1.082	0.229
1	3	3	4	0.591	1.061	3.580
1	3	3	6	0.471	1.135	1.046
1	3	3	8	0.443	1.089	0.670
1	3	3	10	0.161	1.038	2.872
1	3	3	12	0.380	1.001	2.496
1	3	3	14	0.508	1.073	0.713
1	3	3	16	0.524	1.085	0.601
1	3	3	18	0.590	1.057	0.681
1	3	3	20	0.215	1.036	2.688
1	3	3	22	0.473	1.125	3.622
1	3	3	24	0.440	1.088	0.682
1	3	3	26	0.542	1.073	0.719
1	3	3	28	0.406	1.512	39.842
1	3	3	30	0.490	1.101	0.710
1	3	3	32	0.592	1.078	2.588
1	3	3	34	0.559	1.130	0.557
1	3	3	36	0.609	1.047	1.036
1	3	3	38	0.461	1.113	1.446
1	3	3	40	0.583	1.123	1.658
1	3	3	42	0.588	1.114	0.981
1	3	3	44	0.504	1.109	2.731
1	3	3	46	0.585	1.097	0.948
1	3	3	48	0.264	0.993	4.055
1	3	3	50	0.438	1.082	0.592
1	3	3	52	0.505	1.127	1.045
1	3	3	54	0.550	1.068	1.362
1	3	3	56	0.543	1.102	1.559
1	3	3	58	0.497	1.113	1.639
1	3	3	60	0.378	0.988	4.081
1	3	3	62	0.496	1.063	1.474
1	4	0	0	0.505	1.124	1.810
